Date,Confident_Rank,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,13Y,14Y,15Y,16Y,17Y,18Y,19Y,20Y,21Y,22Y,23Y,24Y,25Y,26Y,27Y,28Y,29Y,30Y
20181016,BBB,0.031920000000000004,0.034082,0.035482,0.036881,0.037881,0.038881,0.039411,0.03994,0.040647,0.041353999999999995,0.04206000000000001,0.042354,0.042648,0.042942,0.043236,0.04353,0.043823999999999995,0.044118000000000004,0.044412,0.044706,0.045,0.045183999999999995,0.045368000000000006,0.045552,0.045736,0.045919999999999996,0.046104000000000006,0.046288,0.046471,0.046654999999999995,0.046838
