Date,Confident_Rank,1M,3M,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y
20181017,twA,0.006144,0.006575,0.007072,0.007968,0.008635,0.009605,0.01013,0.010654,0.011727,0.0128,0.013782,0.014764,0.015746
