Date,Confident_Rank,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,11Y,12Y,13Y,14Y,15Y,16Y,17Y,18Y,19Y,20Y,21Y,22Y,23Y,24Y,25Y,26Y,27Y,28Y,29Y,30Y
20181017,BBB,0.031905,0.034073,0.035472000000000004,0.036871,0.037871,0.038871,0.039403,0.039935,0.040654,0.041373,0.042091,0.042382,0.042672999999999996,0.042964,0.043255,0.043545999999999994,0.043837,0.044128,0.04441900000000001,0.04471,0.045,0.045186000000000004,0.045372,0.045557999999999994,0.045744,0.04593,0.046115,0.046300999999999995,0.046486,0.046672000000000005,0.046856999999999996
