Date,Confident_Rank,1M,3M,6M,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y
20181016,twA,0.00615,0.006602,0.007095,0.007988,0.00865,0.009602,0.010141,0.01068,0.011754,0.012828,0.01381,0.014792,0.015774
